Year of Survey [Core],Age [Demographic Core],Sex,Race,region,Highest Grade Completed [Demographic],Employment Status,
2010,25.0,0,1,6,14.0,4,
2010,42.0,0,4,6,6.0,2,
2010,23.0,1,4,6,17.0,8,
2010,35.0,0,4,6,13.0,6,
2010,21.0,0,1,6,15.0,4,
2010,89.0,0,1,6,13.0,1,
2010,71.0,1,1,6,17.0,3,
2010,31.0,1,4,6,13.0,7,
2010,54.0,1,5,3,18.0,7,
2010,42.0,1,5,3,14.0,7,
2010,52.0,0,5,3,12.0,3,
2010,59.0,0,4,3,20.0,7,
2010,86.0,0,5,3,15.0,3,
2010,39.0,1,5,3,14.0,7,
2010,31.0,1,5,3,18.0,7,
2010,43.0,0,5,3,15.0,7,
2010,59.0,1,5,3,16.0,7,
2010,41.0,1,5,3,13.0,7,
2010,18.0,0,4,3,11.0,4,
2010,55.0,1,5,3,13.0,7,
2010,52.0,0,5,3,14.0,7,
2010,66.0,1,5,3,19.0,3,
2010,41.0,0,5,3,13.0,7,
2010,68.0,0,5,3,16.0,3,
2010,43.0,1,5,3,16.0,7,
2010,65.0,0,4,5,12.0,1,
2010,47.0,1,5,5,12.0,7,
2010,46.0,1,5,5,12.0,7,
2010,80.0,1,5,5,16.0,3,
2010,83.0,0,5,5,12.0,3,
2010,57.0,1,5,5,11.0,6,
2010,61.0,1,5,5,16.0,7,
2010,20.0,1,4,5,10.0,6,
2010,62.0,0,5,5,12.0,3,
2010,60.0,0,5,5,18.0,8,
2010,57.0,1,5,5,12.0,7,
2010,65.0,1,5,5,16.0,3,
2010,49.0,1,5,5,12.0,7,
2010,32.0,1,5,5,15.0,4,
2010,52.0,0,5,5,12.0,7,
2010,85.0,0,5,5,11.0,1,
2010,39.0,1,5,3,12.0,7,
2010,75.0,0,5,3,12.0,8,
2010,37.0,0,5,3,12.0,1,
2010,29.0,0,5,3,14.0,8,
2010,33.0,1,5,3,12.0,7,
2010,43.0,0,5,3,12.0,7,
2010,60.0,1,5,3,12.0,6,
2010,45.0,1,5,3,13.0,7,
2010,63.0,0,5,3,14.0,3,
2010,44.0,1,5,3,11.0,7,
2010,43.0,1,5,8,16.0,7,
2010,47.0,1,5,8,16.0,1,
2010,28.0,0,5,8,19.0,7,
2010,25.0,1,3,8,16.0,7,
2010,62.0,1,5,8,16.0,3,
2010,49.0,0,5,8,12.0,7,
2010,26.0,1,5,8,19.0,7,
2010,56.0,1,2,8,18.0,7,
2010,24.0,0,4,8,14.0,4,
2010,41.0,1,5,8,13.0,7,
2010,69.0,0,5,8,16.0,3,
2010,52.0,0,5,8,12.0,7,
2010,51.0,0,5,8,15.0,7,
2010,69.0,1,5,8,16.0,3,
2010,60.0,0,5,8,16.0,7,
2010,67.0,0,5,8,16.0,7,
2010,57.0,0,5,8,20.0,7,
2010,23.0,1,5,8,13.0,6,
2010,58.0,1,5,8,15.0,7,
2010,35.0,0,5,4,13.0,8,
2010,39.0,1,4,4,14.0,7,
2010,55.0,0,5,4,12.0,7,
2010,69.0,1,3,4,11.0,3,
2010,31.0,0,5,4,14.0,8,
2010,38.0,0,3,4,20.0,1,
2010,40.0,0,5,4,18.0,4,
2010,29.0,0,5,4,14.0,1,
2010,70.0,1,3,4,12.0,3,
2010,30.0,0,5,4,12.0,7,
2010,37.0,0,5,4,14.0,7,
2010,64.0,0,5,4,13.0,7,
2010,58.0,1,5,4,17.0,7,
2010,41.0,0,5,4,13.0,7,
2010,72.0,0,5,4,12.0,1,
2010,50.0,0,5,4,14.0,1,
2010,83.0,1,5,4,12.0,2,
2010,82.0,1,5,4,16.0,3,
2010,50.0,0,5,8,13.0,7,
2010,38.0,0,5,8,12.0,7,
2010,88.0,1,5,8,7.0,3,
2010,59.0,0,5,8,12.0,3,
2010,51.0,1,5,8,12.0,7,
2010,27.0,0,5,8,12.0,7,
2010,19.0,0,5,8,12.0,5,
2010,56.0,1,5,8,12.0,1,
2010,56.0,1,5,8,12.0,7,
2010,77.0,1,5,8,12.0,7,
2010,63.0,1,5,8,9.0,7,
2010,57.0,0,5,1,14.0,1,
2010,72.0,1,5,1,12.0,3,
2010,51.0,1,5,1,12.0,3,
2010,46.0,0,5,1,12.0,2,
2010,30.0,0,5,1,14.0,7,
2010,42.0,1,5,8,12.0,7,
2010,61.0,1,5,8,12.0,3,
2010,37.0,1,5,8,12.0,7,
2010,76.0,1,5,8,20.0,7,
2010,82.0,1,5,8,12.0,3,
2010,47.0,0,5,8,16.0,7,
2010,48.0,0,5,8,16.0,6,
2010,52.0,1,5,8,12.0,8,
2010,82.0,0,4,8,8.0,1,
2010,34.0,0,5,8,16.0,1,
2010,54.0,0,5,8,14.0,7,
2010,39.0,0,5,8,11.0,1,
2010,46.0,1,5,8,8.0,4,
2010,42.0,0,5,8,12.0,7,
2010,58.0,1,5,8,16.0,3,
2010,51.0,0,5,8,14.0,7,
2010,50.0,0,5,1,14.0,7,
2010,37.0,0,5,1,11.0,7,
2010,75.0,0,5,1,11.0,3,
2010,37.0,0,5,1,13.0,8,
2010,54.0,0,5,1,9.0,1,
2010,24.0,1,5,1,11.0,7,
2010,32.0,0,5,1,12.0,8,
2010,30.0,1,5,1,16.0,7,
2010,78.0,1,5,1,13.0,3,
2010,19.0,1,5,1,12.0,7,
2010,45.0,1,5,1,9.0,2,
2010,61.0,1,5,1,16.0,7,
2010,67.0,0,5,1,9.0,8,
2010,50.0,1,5,1,12.0,2,
2010,50.0,1,5,1,12.0,2,
2010,41.0,1,5,1,12.0,7,
2010,57.0,0,5,1,12.0,1,
2010,60.0,1,5,1,12.0,7,
2010,39.0,1,5,1,12.0,7,
2010,82.0,0,5,1,9.0,3,
2010,43.0,1,1,1,12.0,7,
2010,82.0,1,5,1,16.0,3,
2010,70.0,0,5,1,16.0,7,
2010,46.0,1,5,1,20.0,7,
2010,89.0,1,5,1,9.0,3,
2010,57.0,1,5,1,18.0,7,
2010,62.0,0,5,1,17.0,7,
2010,41.0,0,5,1,17.0,7,
2010,76.0,1,5,1,12.0,1,
2010,38.0,1,5,1,16.0,7,
2010,69.0,1,5,1,8.0,3,
2010,60.0,1,5,1,12.0,7,
2010,66.0,1,5,1,12.0,3,
2010,34.0,1,5,7,12.0,7,
2010,35.0,0,5,7,12.0,4,
2010,42.0,1,5,7,14.0,7,
2010,37.0,1,2,7,11.0,7,
2010,23.0,0,5,7,12.0,1,
2010,33.0,1,5,7,20.0,7,
2010,62.0,1,5,7,13.0,7,
2010,52.0,1,5,7,12.0,2,
2010,58.0,0,2,7,18.0,7,
2010,49.0,1,2,7,11.0,2,
2010,26.0,1,2,7,14.0,7,
2010,32.0,0,5,7,10.0,7,
2010,42.0,1,2,7,12.0,7,
2010,30.0,0,3,7,12.0,7,
2010,45.0,0,4,7,12.0,2,
2010,26.0,1,5,7,15.0,7,
2010,68.0,0,5,7,11.0,1,
2010,57.0,1,5,7,13.0,6,
2010,36.0,1,5,7,14.0,1,
2010,67.0,0,5,7,12.0,3,
2010,45.0,0,5,7,12.0,7,
2010,42.0,0,5,7,12.0,7,
2010,35.0,0,2,7,12.0,7,
2010,37.0,1,5,7,12.0,6,
2010,61.0,1,5,7,14.0,3,
2010,65.0,0,5,7,8.0,7,
2010,52.0,1,5,7,10.0,7,
2010,67.0,0,5,7,16.0,2,
2010,62.0,1,5,7,14.0,8,
2010,38.0,1,5,7,13.0,7,
2010,60.0,1,2,7,10.0,7,
2010,45.0,1,5,7,11.0,7,
2010,57.0,1,5,7,12.0,6,
2010,62.0,1,5,2,0.0,3,
2010,87.0,0,5,2,11.0,3,
2010,65.0,0,5,2,12.0,3,
2010,89.0,1,5,2,8.0,3,
2010,62.0,1,5,2,16.0,3,
2010,29.0,1,2,2,11.0,7,
2010,36.0,0,5,2,13.0,8,
2010,61.0,1,5,2,12.0,3,
2010,24.0,1,5,2,12.0,2,
2010,67.0,0,5,2,12.0,3,
2010,42.0,1,5,2,16.0,7,
2010,54.0,1,5,2,13.0,4,
2010,45.0,0,5,2,13.0,7,
2010,39.0,1,5,2,12.0,7,
2010,38.0,0,5,2,14.0,1,
2010,54.0,1,5,2,11.0,7,
2010,21.0,1,5,2,12.0,6,
2010,37.0,1,5,2,15.0,7,
2010,32.0,0,5,2,12.0,7,
2010,53.0,0,5,7,12.0,7,
2010,46.0,1,5,7,16.0,7,
2010,31.0,0,5,7,12.0,8,
2010,48.0,0,5,7,12.0,1,
2010,54.0,0,5,7,13.0,7,
2010,50.0,0,5,7,12.0,7,
2010,39.0,0,5,7,20.0,7,
2010,60.0,0,5,7,12.0,7,
2010,55.0,1,2,9,12.0,3,
2010,35.0,0,2,9,12.0,1,
2010,48.0,0,2,9,12.0,8,
2010,30.0,0,2,9,20.0,7,
2010,62.0,0,2,9,11.0,1,
2010,57.0,0,2,9,16.0,7,
2010,54.0,0,2,9,10.0,1,
2010,63.0,0,5,9,10.0,3,
2010,55.0,0,4,9,8.0,2,
2010,69.0,1,2,9,5.0,2,
2010,41.0,1,5,9,14.0,7,
2010,58.0,0,5,9,12.0,7,
2010,34.0,0,5,9,13.0,8,
2010,49.0,1,5,9,12.0,7,
2010,65.0,0,5,9,14.0,3,
2010,55.0,1,5,9,16.0,3,
2010,56.0,0,4,9,17.0,8,
2010,63.0,1,5,9,14.0,3,
2010,74.0,0,5,9,16.0,3,
2010,84.0,1,2,9,7.0,3,
2010,70.0,0,5,9,12.0,3,
2010,46.0,1,5,9,16.0,7,
2010,25.0,0,2,9,13.0,4,
2010,68.0,0,5,9,12.0,1,
2010,31.0,1,2,9,7.0,6,
2010,55.0,1,2,9,14.0,6,
2010,69.0,1,2,9,11.0,3,
2010,30.0,1,2,9,8.0,4,
2010,59.0,0,2,9,16.0,1,
2010,47.0,0,2,9,12.0,7,
2010,21.0,0,2,9,15.0,4,
2010,59.0,0,2,9,11.0,7,
2010,22.0,1,4,9,9.0,7,
2010,79.0,0,5,9,13.0,1,
2010,65.0,0,5,7,10.0,3,
2010,58.0,0,5,7,12.0,7,
2010,76.0,0,5,7,16.0,3,
2010,70.0,0,5,7,12.0,7,
2010,50.0,1,5,7,12.0,7,
2010,32.0,1,5,7,9.0,7,
2010,55.0,1,5,7,13.0,7,
2010,51.0,1,5,7,10.0,2,
2010,53.0,0,4,7,18.0,7,
2010,66.0,1,5,7,14.0,3,
2010,67.0,0,4,7,13.0,3,
2010,89.0,1,5,7,12.0,3,
2010,43.0,0,2,7,14.0,8,
2010,45.0,0,2,7,13.0,7,
2010,25.0,0,2,7,12.0,7,
2010,38.0,0,5,7,14.0,8,
2010,53.0,1,2,7,12.0,8,
2010,54.0,0,2,7,13.0,7,
2010,19.0,1,2,7,13.0,1,
2010,53.0,1,2,7,12.0,7,
2010,53.0,0,5,9,12.0,2,
2010,41.0,1,2,9,12.0,5,
2010,35.0,1,2,9,9.0,6,
2010,65.0,1,5,9,9.0,7,
2010,27.0,0,2,9,15.0,7,
2010,44.0,0,5,9,14.0,8,
2010,51.0,1,2,9,14.0,6,
2010,62.0,1,2,9,9.0,1,
2010,26.0,0,2,9,12.0,8,
2010,26.0,0,5,9,12.0,7,
2010,27.0,0,2,9,16.0,1,
2010,27.0,1,4,9,15.0,8,
2010,29.0,1,5,9,14.0,7,
2010,29.0,0,5,9,12.0,7,
2010,18.0,0,5,9,12.0,8,
2010,59.0,0,2,9,13.0,3,
2010,27.0,0,2,9,12.0,1,
2010,53.0,0,5,7,14.0,7,
2010,30.0,1,3,7,6.0,7,
2010,19.0,1,3,7,13.0,4,
2010,33.0,0,2,7,14.0,7,
2010,34.0,0,5,7,16.0,7,
2010,29.0,0,2,7,12.0,8,
2010,39.0,0,2,7,11.0,1,
2010,22.0,0,2,7,12.0,7,
2010,72.0,0,2,7,13.0,3,
2010,38.0,0,3,7,0.0,1,
2010,52.0,1,4,7,9.0,7,
2010,59.0,1,5,7,14.0,7,
2010,40.0,1,5,7,12.0,7,
2010,45.0,1,5,7,16.0,7,
2010,48.0,1,2,7,13.0,7,
2010,62.0,1,5,7,6.0,7,
2010,67.0,1,5,7,15.0,7,
2010,35.0,0,5,7,12.0,2,
2010,52.0,1,2,7,10.0,5,
2010,41.0,1,4,7,12.0,7,
2010,38.0,1,5,9,13.0,7,
2010,51.0,1,5,9,14.0,6,
2010,27.0,0,2,9,16.0,4,
2010,51.0,1,2,9,14.0,7,
2010,44.0,0,2,9,15.0,7,
2010,56.0,1,4,9,14.0,5,
2010,32.0,1,4,9,11.0,2,
2010,60.0,1,2,9,16.0,7,
2010,35.0,0,4,9,15.0,7,
2010,49.0,1,4,9,14.0,7,
2010,45.0,0,6,9,8.0,5,
2010,37.0,0,5,9,12.0,8,
2010,64.0,0,5,9,15.0,3,
2010,50.0,1,5,9,12.0,6,
2010,47.0,1,5,9,17.0,7,
2010,75.0,1,5,2,8.0,8,
2010,67.0,1,5,2,9.0,7,
2010,52.0,0,5,2,12.0,3,
2010,48.0,1,5,2,12.0,7,
2010,51.0,0,5,2,12.0,7,
2010,67.0,0,5,2,16.0,8,
2010,32.0,1,5,2,14.0,7,
2010,63.0,0,5,2,9.0,6,
2010,64.0,1,5,2,8.0,3,
2010,65.0,1,5,2,12.0,3,
2010,68.0,0,5,2,12.0,8,
2010,53.0,0,5,2,17.0,7,
2010,51.0,1,5,2,12.0,7,
2010,50.0,0,5,2,11.0,2,
2010,52.0,1,2,2,11.0,8,
2010,58.0,0,5,2,12.0,7,
2010,44.0,0,5,2,14.0,1,
2010,70.0,0,5,2,13.0,3,
2010,72.0,1,5,2,4.0,3,
2010,59.0,0,5,2,12.0,7,
2010,77.0,1,5,2,8.0,3,
2010,31.0,0,5,2,15.0,7,
2010,49.0,1,4,2,13.0,7,
2010,28.0,0,5,2,13.0,7,
2010,18.0,0,5,2,12.0,4,
2010,50.0,1,4,2,10.0,7,
2010,37.0,0,5,9,12.0,7,
2010,52.0,1,5,9,14.0,7,
2010,39.0,0,5,9,12.0,1,
2010,67.0,1,5,9,14.0,7,
2010,58.0,0,5,9,12.0,7,
2010,60.0,1,2,9,11.0,7,
2010,65.0,1,2,9,12.0,2,
2010,57.0,1,3,9,14.0,6,
2010,59.0,1,5,9,12.0,2,
2010,26.0,0,5,9,11.0,6,
2010,54.0,1,5,9,14.0,7,
2010,29.0,0,5,9,16.0,8,
2010,43.0,0,3,9,12.0,8,
2010,59.0,1,5,9,14.0,6,
2010,83.0,1,5,9,17.0,3,
2010,66.0,0,5,9,12.0,3,
2010,36.0,0,2,7,12.0,7,
2010,25.0,0,5,7,16.0,8,
2010,61.0,1,5,7,12.0,2,
2010,67.0,0,2,7,12.0,1,
2010,60.0,0,5,7,14.0,6,
2010,81.0,1,5,7,12.0,3,
2010,45.0,0,4,7,8.0,7,
2010,37.0,1,5,7,13.0,7,
2010,86.0,1,3,7,12.0,3,
2010,89.0,0,5,7,12.0,1,
2010,46.0,0,5,7,12.0,1,
2010,34.0,0,5,7,16.0,1,
2010,25.0,0,5,7,14.0,1,
2010,52.0,0,5,7,16.0,7,
2010,50.0,0,5,7,16.0,7,
2010,23.0,1,5,7,16.0,7,
2010,34.0,1,3,4,20.0,4,
2010,24.0,0,4,4,16.0,4,
2010,25.0,1,5,4,16.0,4,
2010,21.0,0,5,4,15.0,1,
2010,31.0,0,1,4,20.0,4,
2010,29.0,0,1,4,19.0,4,
2010,56.0,0,5,4,20.0,7,
2010,63.0,1,5,4,19.0,3,
2010,50.0,0,4,4,18.0,7,
2010,71.0,1,3,4,6.0,8,
2010,19.0,1,3,4,11.0,4,
2010,19.0,1,3,4,12.0,7,
2010,44.0,1,3,4,14.0,7,
2010,76.0,0,4,4,12.0,1,
2010,70.0,1,5,4,12.0,3,
2010,30.0,1,3,4,9.0,7,
2010,39.0,0,5,4,8.0,7,
2010,42.0,0,5,4,12.0,2,
2010,25.0,1,5,4,15.0,8,
2010,62.0,0,5,4,7.0,7,
2010,65.0,1,5,4,16.0,8,
2010,49.0,0,5,4,10.0,7,
2010,69.0,0,5,6,12.0,3,
2010,43.0,0,5,6,15.0,4,
2010,36.0,1,4,6,11.0,8,
2010,34.0,1,5,6,10.0,7,
2010,43.0,0,5,6,16.0,8,
2010,48.0,0,5,6,12.0,7,
2010,23.0,1,5,6,12.0,7,
2010,67.0,0,5,6,12.0,3,
2010,21.0,0,5,6,12.0,7,
2010,70.0,1,4,6,11.0,7,
2010,63.0,1,5,6,12.0,3,
2010,62.0,1,5,6,16.0,3,
2010,66.0,0,5,6,12.0,3,
2010,54.0,0,5,6,12.0,7,
2010,30.0,1,5,6,14.0,7,
2012,22.0,1,5,5,16.0,8,
2012,21.0,1,5,5,12.0,8,
2012,42.0,1,3,5,12.0,7,
2012,49.0,0,5,5,13.0,2,
2012,70.0,0,2,3,16.0,3,
2012,50.0,0,5,3,19.0,2,
2012,35.0,0,5,3,15.0,1,
2012,24.0,0,3,3,11.0,1,
2012,28.0,0,4,3,9.0,1,
2012,28.0,0,5,3,17.0,7,
2012,55.0,1,5,5,10.0,2,
2012,28.0,0,5,5,12.0,1,
2012,59.0,0,4,5,12.0,2,
2012,52.0,1,6,5,4.0,8,
2012,35.0,0,2,5,13.0,7,
2012,36.0,1,3,5,12.0,7,
2012,47.0,0,2,3,13.0,7,
2012,55.0,1,6,3,12.0,7,
2012,18.0,0,3,3,12.0,4,
2012,76.0,0,3,3,0.0,6,
2012,39.0,1,3,3,10.0,7,
2012,54.0,1,5,3,14.0,7,
2012,45.0,0,1,3,16.0,7,
2012,71.0,1,5,3,12.0,3,
2012,42.0,0,5,3,17.0,7,
2012,22.0,1,5,3,15.0,7,
2012,50.0,1,3,3,10.0,1,
2012,44.0,0,5,3,13.0,8,
2012,78.0,1,5,3,16.0,3,
2012,63.0,0,5,3,14.0,7,
2012,73.0,1,5,3,19.0,3,
2012,40.0,1,4,3,16.0,7,
2012,42.0,0,5,3,14.0,7,
2012,62.0,1,5,3,18.0,7,
2012,52.0,1,5,3,11.0,7,
2012,49.0,0,2,3,12.0,7,
2012,27.0,0,4,3,17.0,8,
2012,30.0,0,2,3,14.0,7,
2012,29.0,0,1,3,18.0,7,
2012,69.0,0,5,3,14.0,3,
2012,51.0,0,5,3,18.0,7,
2012,57.0,0,5,3,16.0,7,
2012,44.0,1,5,3,16.0,7,
2012,73.0,0,5,3,16.0,1,
2012,73.0,0,5,3,16.0,1,
2012,68.0,1,5,3,16.0,7,
2012,84.0,0,5,3,16.0,3,
2012,63.0,1,5,3,19.0,3,
2012,57.0,1,5,3,16.0,7,
2012,45.0,0,5,3,20.0,1,
2012,38.0,1,3,3,14.0,7,
2012,46.0,1,5,3,20.0,7,
2012,51.0,0,1,3,20.0,4,
2012,41.0,0,3,3,14.0,7,
2012,75.0,0,2,3,12.0,3,
2012,81.0,0,3,3,8.0,3,
2012,67.0,0,4,3,19.0,3,
2012,71.0,1,2,3,19.0,3,
2012,35.0,1,4,3,6.0,7,
2012,45.0,0,2,3,17.0,7,
2012,35.0,1,2,3,16.0,1,
2012,21.0,0,2,3,14.0,4,
2012,52.0,0,2,3,11.0,7,
2012,49.0,0,2,3,16.0,7,
2012,46.0,1,5,3,16.0,7,
2012,51.0,0,5,3,14.0,7,
2012,28.0,1,4,3,16.0,7,
2012,81.0,0,5,3,16.0,3,
2012,47.0,1,5,3,17.0,7,
2012,48.0,1,5,3,14.0,7,
2012,46.0,1,3,3,16.0,7,
2012,68.0,1,5,3,12.0,3,
2012,56.0,0,5,3,16.0,7,
2012,32.0,0,3,3,13.0,7,
2012,23.0,0,3,3,12.0,8,
2012,59.0,1,5,3,12.0,3,
2012,32.0,0,4,3,18.0,7,
2012,44.0,1,5,3,16.0,7,
2012,49.0,0,1,3,20.0,7,
2012,64.0,0,5,3,12.0,7,
2012,30.0,0,5,3,19.0,7,
2012,51.0,0,3,3,12.0,1,
2012,28.0,0,2,3,17.0,7,
2012,84.0,1,5,3,13.0,3,
2012,32.0,1,3,3,14.0,7,
2012,54.0,0,3,3,18.0,2,
2012,34.0,0,2,3,20.0,7,
2012,33.0,0,1,3,16.0,8,
2012,48.0,0,5,3,12.0,6,
2012,52.0,0,3,3,10.0,1,
2012,47.0,0,3,3,14.0,8,
2012,54.0,1,5,3,16.0,7,
2012,41.0,1,1,3,16.0,7,
2012,23.0,0,5,3,17.0,8,
2012,51.0,1,5,3,12.0,3,
2012,75.0,0,5,3,16.0,3,
2012,47.0,0,5,3,20.0,1,
2012,27.0,1,3,3,12.0,7,
2012,24.0,1,3,3,14.0,6,
2012,26.0,1,3,3,20.0,7,
2012,47.0,0,5,3,19.0,8,
2012,55.0,0,5,3,13.0,6,
2012,55.0,0,2,3,18.0,6,
2012,43.0,1,5,3,17.0,7,
2012,46.0,0,4,3,14.0,7,
2012,71.0,1,2,3,16.0,7,
2012,32.0,0,1,3,16.0,7,
2012,63.0,1,5,5,17.0,8,
2012,50.0,0,5,5,12.0,7,
2012,60.0,1,5,5,12.0,7,
2012,33.0,0,5,5,14.0,1,
2012,40.0,0,5,5,18.0,7,
2012,68.0,1,5,5,12.0,3,
2012,71.0,1,5,6,18.0,3,
2012,23.0,1,3,6,15.0,7,
2012,28.0,1,5,6,16.0,7,
2012,49.0,1,4,6,12.0,7,
2012,66.0,0,5,6,16.0,6,
2012,36.0,0,3,6,20.0,7,
2012,53.0,1,5,6,19.0,7,
2012,34.0,0,3,6,12.0,7,
2012,58.0,1,3,6,6.0,8,
2012,62.0,1,5,6,12.0,6,
2012,24.0,0,3,6,12.0,7,
2012,32.0,0,3,6,12.0,7,
2012,29.0,1,4,6,16.0,7,
2012,34.0,1,2,6,12.0,7,
2012,36.0,0,2,6,13.0,6,
2012,74.0,1,3,6,8.0,3,
2012,60.0,1,1,6,16.0,7,
2012,78.0,1,2,6,16.0,8,
2012,39.0,0,3,6,14.0,8,
2012,73.0,1,5,6,16.0,3,
2012,67.0,0,1,6,16.0,8,
2012,82.0,0,5,6,11.0,3,
2012,64.0,0,2,6,14.0,3,
2012,61.0,0,3,6,14.0,1,
2012,22.0,1,3,6,6.0,7,
2012,27.0,0,3,6,14.0,7,
2012,41.0,1,3,6,14.0,7,
2012,49.0,0,3,6,6.0,1,
2012,22.0,1,3,6,11.0,7,
2012,28.0,0,3,6,11.0,8,
2012,66.0,0,5,6,14.0,3,
2012,35.0,0,3,6,13.0,4,
2012,52.0,1,3,6,12.0,6,
2012,63.0,1,3,6,14.0,7,
2012,31.0,1,3,6,13.0,7,
2012,29.0,0,1,6,17.0,1,
2012,50.0,1,3,6,17.0,7,
2012,47.0,1,2,6,12.0,7,
2012,62.0,1,5,6,13.0,7,
2012,18.0,0,4,6,13.0,4,
2012,28.0,0,3,6,16.0,7,
2012,24.0,1,3,6,16.0,7,
2012,40.0,1,5,6,16.0,7,
2012,24.0,0,5,6,15.0,8,
2012,24.0,1,5,6,16.0,4,
2012,22.0,1,3,6,11.0,7,
2012,21.0,1,5,6,15.0,8,
2012,67.0,1,5,6,16.0,3,
2012,32.0,0,5,6,19.0,7,
2012,38.0,1,3,6,9.0,7,
2012,55.0,0,3,6,12.0,1,
2012,40.0,1,3,6,14.0,7,
2012,38.0,1,3,6,11.0,7,
2012,52.0,1,5,6,13.0,1,
2012,34.0,0,2,6,16.0,1,
2012,22.0,0,4,6,16.0,7,
2012,56.0,1,5,6,17.0,7,
2012,60.0,0,3,6,12.0,7,
2012,39.0,1,1,6,16.0,7,
2012,67.0,1,5,6,12.0,3,
2012,51.0,1,5,6,12.0,7,
2012,65.0,1,5,6,12.0,6,
2012,42.0,0,5,6,16.0,7,
2012,65.0,0,5,6,12.0,1,
2012,25.0,0,4,6,13.0,4,
2012,36.0,0,3,6,12.0,6,
2012,38.0,0,3,6,14.0,7,
2012,18.0,1,3,6,12.0,4,
2012,38.0,1,3,6,9.0,7,
2012,41.0,0,3,6,9.0,8,
2012,20.0,1,5,6,14.0,7,
2012,39.0,1,3,6,16.0,6,
2012,25.0,0,3,6,17.0,4,
2012,57.0,1,3,6,14.0,7,
2012,61.0,0,2,6,13.0,8,
2012,31.0,1,1,6,16.0,7,
2012,30.0,1,3,6,12.0,8,
2012,68.0,0,5,6,14.0,7,
2012,50.0,1,3,6,16.0,7,
2012,27.0,1,3,6,12.0,7,
2012,30.0,1,2,6,16.0,7,
2012,65.0,0,3,6,14.0,1,
2012,36.0,1,5,6,19.0,7,
2012,72.0,1,5,6,12.0,6,
2012,27.0,0,3,6,12.0,1,
2012,22.0,1,3,6,12.0,8,
2012,33.0,0,3,6,9.0,1,
2012,35.0,1,3,6,6.0,7,
2012,54.0,0,5,6,11.0,1,
2012,18.0,1,3,6,11.0,4,
2012,48.0,1,5,1,12.0,7,
2012,64.0,1,4,1,19.0,3,
2012,89.0,0,5,1,19.0,3,
2012,48.0,0,3,1,12.0,7,
2012,44.0,0,3,1,6.0,1,
2012,42.0,1,5,1,15.0,7,
2012,26.0,0,4,1,16.0,1,
2012,61.0,0,2,1,14.0,8,
2012,34.0,1,2,1,13.0,7,
2012,53.0,1,2,1,17.0,7,
2012,32.0,1,3,1,12.0,7,
2012,61.0,1,3,1,14.0,3,
2012,28.0,1,3,1,10.0,6,
2012,39.0,1,5,1,12.0,7,
2012,61.0,1,5,1,16.0,7,
2012,65.0,1,5,1,18.0,7,
2012,34.0,1,5,1,18.0,7,
2012,87.0,1,5,1,12.0,3,
2012,24.0,1,5,1,16.0,4,
2012,39.0,0,3,1,12.0,8,
2012,76.0,0,3,1,0.0,3,
2012,32.0,1,3,1,14.0,7,
2012,55.0,0,5,1,14.0,8,
2012,62.0,1,2,1,14.0,7,
2012,39.0,1,3,1,6.0,8,
2012,30.0,0,3,1,12.0,7,
2012,89.0,0,2,1,8.0,3,
2012,30.0,1,2,1,10.0,7,
2012,35.0,0,3,1,12.0,7,
2012,69.0,0,5,1,16.0,3,
2012,89.0,0,5,1,12.0,3,
2012,55.0,1,5,1,16.0,7,
2012,78.0,0,5,1,12.0,3,
2012,43.0,1,5,1,17.0,7,
2012,68.0,0,5,1,16.0,3,
2012,71.0,1,5,1,16.0,7,
2012,47.0,0,5,1,16.0,1,
2012,76.0,0,5,1,12.0,3,
2012,55.0,1,5,1,16.0,7,
2012,49.0,0,5,1,12.0,7,
2012,47.0,1,5,1,11.0,7,
2012,59.0,1,5,1,14.0,2,
2012,71.0,1,5,1,14.0,6,
2012,32.0,0,4,7,12.0,6,
2012,30.0,1,5,7,16.0,7,
2012,38.0,0,5,7,16.0,7,
2012,62.0,0,5,7,20.0,5,
2012,49.0,1,5,7,20.0,7,
2012,52.0,0,5,7,16.0,7,
2012,52.0,1,5,7,16.0,7,
2012,33.0,1,5,7,14.0,7,
2012,65.0,0,5,7,16.0,8,
2012,55.0,1,2,7,12.0,6,
2012,45.0,0,2,7,14.0,7,
2012,35.0,1,3,7,9.0,8,
2012,36.0,0,2,7,14.0,7,
2012,43.0,0,2,7,16.0,1,
2012,83.0,1,5,7,13.0,3,
2012,64.0,1,2,7,14.0,3,
2012,38.0,1,5,7,18.0,7,
2012,25.0,1,2,7,14.0,7,
2012,81.0,1,5,7,18.0,3,
2012,23.0,0,5,7,12.0,8,
2012,21.0,0,5,7,12.0,7,
2012,30.0,0,5,7,11.0,7,
2012,69.0,1,5,7,12.0,3,
2012,62.0,0,5,7,12.0,1,
2012,39.0,1,5,7,16.0,7,
2012,25.0,1,5,7,18.0,7,
2012,75.0,1,2,7,20.0,3,
2012,46.0,1,5,7,18.0,7,
2012,57.0,1,2,7,6.0,2,
2012,20.0,1,4,7,13.0,4,
2012,53.0,0,4,7,16.0,7,
2012,53.0,1,5,7,16.0,7,
2012,42.0,0,2,7,8.0,1,
2012,63.0,1,5,7,18.0,7,
2012,55.0,1,5,7,20.0,7,
2012,54.0,1,5,7,17.0,7,
2012,77.0,1,5,7,20.0,8,
