Age [Demographic Core],Sex,Highest Grade Completed [Demographic],Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Region_1,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9,Employment Status
55.0,0,18.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6
81.0,0,10.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
32.0,1,17.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
27.0,1,14.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
32.0,0,13.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39.0,0,18.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8
35.0,1,16.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
64.0,1,17.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6
85.0,0,15.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
52.0,1,12.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6
46.0,0,12.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
34.0,0,5.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7
55.0,0,10.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
72.0,1,12.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
34.0,0,16.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35.0,1,10.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
61.0,0,12.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
56.0,1,12.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
60.0,0,15.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
65.0,0,16.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
85.0,1,9.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
42.0,1,12.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
27.0,0,14.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,7
85.0,0,12.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
63.0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
61.0,0,15.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
27.0,0,20.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
48.0,1,16.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
25.0,1,16.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
34.0,1,13.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
37.0,0,16.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
64.0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
82.0,1,18.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
43.0,0,16.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9
54.0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
25.0,0,18.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7
78.0,0,17.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
19.0,0,12.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
64.0,1,11.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
23.0,1,13.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7
31.0,0,16.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
41.0,1,15.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
29.0,0,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7
51.0,0,19.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7
55.0,1,18.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7
36.0,0,15.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8
87.0,0,13.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
28.0,1,17.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
35.0,1,17.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
37.0,1,18.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
84.0,1,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
21.0,1,13.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4
49.0,1,17.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7
42.0,0,12.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
32.0,0,16.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
69.0,0,20.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3
20.0,1,10.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8
51.0,0,19.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
60.0,1,20.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
59.0,0,16.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
89.0,0,16.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
62.0,0,20.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
54.0,0,13.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
19.0,0,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8
38.0,0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
31.0,1,14.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
51.0,0,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6
23.0,1,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8
48.0,0,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
45.0,0,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
20.0,1,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6
70.0,0,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
58.0,0,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
63.0,1,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
44.0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
87.0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
50.0,0,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
32.0,1,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
43.0,1,20.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
51.0,0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7
58.0,1,20.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
75.0,0,11.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
71.0,0,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
72.0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
34.0,1,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
71.0,1,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
41.0,1,17.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7
34.0,1,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
50.0,1,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
23.0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
53.0,1,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
64.0,1,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
41.0,1,20.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
46.0,1,14.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
54.0,1,16.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
67.0,1,19.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
53.0,0,16.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
59.0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
51.0,1,14.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7
39.0,1,14.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
30.0,0,16.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
36.0,1,18.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
38.0,0,18.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
46.0,1,16.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
41.0,1,18.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
29.0,1,18.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
58.0,1,12.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
48.0,0,17.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
31.0,1,20.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
54.0,0,14.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7
37.0,0,9.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8
58.0,1,12.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
44.0,0,14.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8
27.0,0,16.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
19.0,1,11.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8
55.0,1,13.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
52.0,0,12.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7
63.0,1,13.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
39.0,0,14.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7
68.0,0,10.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
82.0,1,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
59.0,0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
64.0,0,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8
47.0,0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
45.0,1,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
37.0,1,12.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
20.0,1,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
31.0,1,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
22.0,0,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
61.0,0,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
56.0,0,15.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
34.0,1,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
53.0,1,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7
22.0,1,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7
39.0,0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7
25.0,1,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7
75.0,1,17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
44.0,1,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
26.0,1,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
40.0,0,13.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7
33.0,0,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7
49.0,1,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
49.0,0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6
48.0,1,20.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
40.0,1,17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
80.0,1,14.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
38.0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
74.0,1,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
75.0,1,16.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
40.0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
50.0,0,16.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
48.0,0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
32.0,1,9.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8
41.0,1,8.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8
26.0,0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
57.0,0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
30.0,0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
41.0,0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50.0,1,9.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8
30.0,1,15.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8
47.0,0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
65.0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
43.0,1,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8
20.0,1,14.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
47.0,0,18.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
31.0,1,16.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
35.0,1,12.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
58.0,1,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
66.0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
37.0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
40.0,0,15.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
56.0,1,13.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
49.0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
30.0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8
45.0,0,18.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6
77.0,1,13.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
30.0,0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
43.0,1,10.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7
31.0,0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
58.0,0,16.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
62.0,1,12.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8
73.0,1,10.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
60.0,0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
32.0,1,11.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7
24.0,0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
71.0,1,14.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
31.0,1,15.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
42.0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
80.0,0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
76.0,0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
40.0,0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
29.0,1,10.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8
53.0,1,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
48.0,0,12.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8
86.0,0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
50.0,0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8
40.0,1,14.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
30.0,1,12.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7
68.0,1,6.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
37.0,0,17.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7
41.0,0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6
64.0,0,15.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7
72.0,1,13.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
43.0,0,16.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5
84.0,1,17.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
34.0,1,16.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7
60.0,1,10.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
59.0,1,12.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6
59.0,1,12.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
63.0,0,13.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
66.0,0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
49.0,1,12.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
66.0,1,17.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
42.0,1,19.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
52.0,1,20.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
42.0,1,20.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
45.0,1,17.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
37.0,0,18.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
49.0,1,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
31.0,1,11.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
81.0,1,13.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
30.0,1,20.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
29.0,1,13.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
58.0,1,14.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
49.0,1,16.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
42.0,0,14.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
56.0,1,16.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7
40.0,0,18.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
35.0,0,18.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
36.0,0,18.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5
56.0,0,16.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
37.0,1,20.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
35.0,0,13.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
24.0,1,15.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
70.0,1,12.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
28.0,1,11.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
51.0,0,12.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
30.0,0,14.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
80.0,0,12.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
46.0,0,16.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8
78.0,0,18.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
50.0,0,20.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
63.0,1,14.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
66.0,1,14.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
35.0,0,16.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
72.0,1,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
88.0,1,14.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
47.0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
19.0,1,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
32.0,0,14.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8
33.0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
48.0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
67.0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
46.0,1,12.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6
50.0,1,18.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
28.0,1,16.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
49.0,1,15.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
20.0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8
51.0,1,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
75.0,0,10.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
65.0,0,13.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3
58.0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
32.0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
53.0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
51.0,1,13.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
48.0,0,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
42.0,1,12.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
39.0,0,15.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
27.0,0,11.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42.0,1,15.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
48.0,1,12.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
69.0,0,15.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
18.0,1,12.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
37.0,1,12.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5
33.0,0,16.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
39.0,0,16.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7
44.0,0,8.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
53.0,1,6.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8
25.0,1,12.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
24.0,1,12.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
59.0,0,13.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4
54.0,1,20.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
26.0,0,12.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8
86.0,0,12.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2
63.0,0,12.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
27.0,0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8
52.0,1,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7
50.0,0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8
36.0,0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6
38.0,1,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6
51.0,1,17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7
41.0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5
36.0,1,16.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4
54.0,0,16.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7
61.0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7
21.0,1,12.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
76.0,1,9.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
23.0,0,16.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
63.0,0,12.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
45.0,0,18.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
26.0,0,9.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8
36.0,1,9.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7
64.0,1,14.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7
46.0,1,6.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7
43.0,0,15.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
57.0,0,16.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
34.0,1,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7
30.0,1,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6
28.0,1,16.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7
23.0,1,14.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4
29.0,1,12.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
57.0,1,15.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
67.0,0,13.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
27.0,0,13.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
43.0,0,17.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
42.0,1,14.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7
30.0,0,16.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8
55.0,1,14.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
53.0,0,14.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
18.0,1,11.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
40.0,1,20.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6
25.0,1,14.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4
54.0,0,20.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
52.0,1,16.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7
25.0,0,12.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
28.0,1,13.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
74.0,1,12.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
89.0,1,16.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
77.0,1,11.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
24.0,0,13.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7
