,age,sex,race,region,highest_grade,employment_status,marital_status,religious,spiritual,party,lib_cons,death_penalty,court_harsh,income,sex_partners,sex_freq,bar,tv,relatives,spanking,income_distribution,standard_living,birth_control,immigration,govt_help_poor,govt_help_sick,govt_more_less,govt_help_blacks,affirmative_action,gun,tax_approp,divorce_ease,numb_children,income_bucket
2017,58.0,0.0,15.0,0.0,16.0,6.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,89634.0,1.0,4.0,0.0,2.0,4.0,2.0,5.0,1.0,2.0,1.0,4.0,3.0,2.0,5.0,0.0,1.0,2.0,2.0,2.0,6
2018,46.0,0.0,6.0,0.0,16.0,0.0,1.0,1.0,3.0,6.0,3.0,1.0,0.0,108646.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,2.0,0.0,5.0,3.0,3.0,5.0,0.0,0.0,2.0,1.0,2.0,7
2019,36.0,0.0,3.0,0.0,15.0,6.0,1.0,2.0,3.0,5.0,3.0,1.0,0.0,59755.0,1.0,4.0,0.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5
2020,40.0,0.0,15.0,0.0,16.0,6.0,0.0,2.0,3.0,1.0,3.0,1.0,1.0,48891.0,1.0,2.0,0.0,2.0,5.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,0.0,0.0,2.0,1.0,2.0,4
2021,59.0,1.0,15.0,0.0,19.0,5.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,89634.0,1.0,0.0,0.0,1.0,4.0,3.0,6.0,3.0,0.0,2.0,3.0,3.0,4.0,4.0,0.0,1.0,1.0,2.0,2.0,6
2022,80.0,0.0,15.0,0.0,12.0,2.0,4.0,3.0,3.0,6.0,2.0,1.0,0.0,14938.0,0.0,0.0,0.0,2.0,3.0,2.0,5.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,2.0,4.0,1
2023,43.0,0.0,15.0,0.0,20.0,6.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,73337.0,1.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,0.0,0.0,2.0,2.0,2.0,5
2024,73.0,0.0,15.0,5.0,12.0,2.0,4.0,2.0,3.0,5.0,3.0,1.0,0.0,89634.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,2.0,0.0,3.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,6
2025,27.0,0.0,15.0,5.0,14.0,0.0,1.0,2.0,3.0,4.0,5.0,1.0,0.0,130375.0,1.0,4.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,7
2026,73.0,1.0,15.0,5.0,16.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,130375.0,1.0,2.0,1.0,6.0,4.0,2.0,6.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,0.0,1.0,1.0,2.0,2.0,7
2027,60.0,0.0,15.0,5.0,20.0,2.0,1.0,3.0,3.0,5.0,5.0,0.0,1.0,206910.0,1.0,3.0,0.0,1.0,5.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,8
2028,51.0,1.0,0.0,5.0,18.0,6.0,2.0,1.0,3.0,4.0,3.0,1.0,0.0,108646.0,5.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,7
2029,21.0,1.0,15.0,5.0,15.0,7.0,2.0,1.0,3.0,2.0,5.0,0.0,0.0,12223.0,6.0,2.0,0.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,1.0,1.0,3.0,1
2030,30.0,0.0,15.0,5.0,7.0,1.0,2.0,1.0,3.0,6.0,5.0,1.0,2.0,8149.0,1.0,2.0,0.0,4.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,2.0,0
2031,45.0,0.0,15.0,5.0,12.0,6.0,1.0,2.0,3.0,4.0,3.0,1.0,0.0,59755.0,1.0,0.0,0.0,3.0,4.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,5
2032,35.0,0.0,0.0,5.0,12.0,6.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,57002.0,1.0,2.0,0.0,1.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,5.0,3.0,5.0,0.0,0.0,2.0,2.0,2.0,5
2033,79.0,0.0,15.0,5.0,13.0,6.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,28501.0,0.0,0.0,1.0,2.0,1.0,1.0,7.0,3.0,1.0,2.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,2.0,2
2034,67.0,1.0,15.0,5.0,20.0,7.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,152104.0,2.0,3.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,2.0,1.0,2.0,7
2035,19.0,0.0,15.0,5.0,14.0,6.0,2.0,2.0,3.0,4.0,5.0,0.0,2.0,206910.0,5.0,5.0,0.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,1.0,0.0,2.0,0.0,3.0,8
2036,76.0,1.0,15.0,5.0,16.0,7.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,206910.0,1.0,0.0,0.0,3.0,4.0,2.0,7.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,0.0,1.0,2.0,2.0,3.0,8
2037,70.0,0.0,15.0,5.0,16.0,5.0,4.0,2.0,3.0,6.0,5.0,1.0,0.0,206910.0,1.0,0.0,2.0,1.0,2.0,1.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,2.0,8
2038,60.0,1.0,15.0,5.0,18.0,6.0,0.0,1.0,3.0,6.0,5.0,0.0,0.0,206910.0,1.0,2.0,4.0,1.0,3.0,1.0,5.0,4.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,0.0,1.0,1.0,2.0,8
2039,47.0,1.0,0.0,5.0,16.0,6.0,2.0,2.0,3.0,4.0,3.0,1.0,0.0,29878.0,5.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,2
2040,57.0,0.0,15.0,5.0,17.0,6.0,2.0,1.0,3.0,4.0,4.0,0.0,0.0,59755.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,2.0,5
2041,43.0,1.0,15.0,5.0,16.0,6.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,152104.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,3.0,3.0,5.0,0.0,1.0,1.0,2.0,2.0,7
2042,45.0,0.0,15.0,5.0,16.0,6.0,1.0,1.0,3.0,4.0,4.0,0.0,0.0,206910.0,1.0,4.0,1.0,2.0,1.0,1.0,7.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,0.0,0.0,2.0,1.0,2.0,8
2043,38.0,1.0,6.0,5.0,10.0,6.0,1.0,2.0,3.0,5.0,3.0,0.0,2.0,14938.0,1.0,4.0,0.0,1.0,3.0,2.0,4.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,3.0,1
2044,25.0,0.0,6.0,5.0,12.0,7.0,1.0,2.0,3.0,4.0,5.0,1.0,0.0,48891.0,4.0,4.0,0.0,4.0,4.0,2.0,3.0,4.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,4
2045,62.0,1.0,3.0,5.0,16.0,5.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,108646.0,1.0,3.0,0.0,5.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,4.0,7
2046,28.0,1.0,3.0,5.0,15.0,0.0,3.0,2.0,3.0,3.0,3.0,1.0,0.0,59755.0,1.0,2.0,0.0,1.0,5.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,5
2047,61.0,1.0,3.0,5.0,16.0,7.0,1.0,2.0,3.0,4.0,5.0,0.0,2.0,206910.0,1.0,2.0,0.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,8
2048,47.0,1.0,3.0,5.0,16.0,6.0,1.0,1.0,3.0,6.0,2.0,1.0,0.0,206910.0,1.0,5.0,1.0,3.0,6.0,2.0,1.0,4.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,0.0,2.0,8
2049,55.0,1.0,15.0,5.0,14.0,6.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,12223.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,1
2050,48.0,0.0,3.0,5.0,13.0,7.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,73337.0,1.0,2.0,0.0,3.0,2.0,3.0,7.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,1.0,3.0,5
2051,49.0,1.0,15.0,5.0,12.0,6.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,130375.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,0.0,3.0,3.0,1.0,5.0,0.0,1.0,2.0,0.0,2.0,7
2052,20.0,1.0,10.0,5.0,13.0,7.0,2.0,2.0,3.0,4.0,4.0,1.0,0.0,35311.0,4.0,2.0,0.0,1.0,6.0,1.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,2.0,3
2053,24.0,1.0,15.0,5.0,17.0,7.0,2.0,2.0,3.0,5.0,3.0,1.0,0.0,3803.0,4.0,3.0,4.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,3.0,1.0,3.0,4.0,1.0,0.0,1.0,2.0,2.0,0
2054,24.0,1.0,15.0,5.0,16.0,7.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,2173.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,0.0,0.0,1.0,2.0,3.0,0
2055,26.0,0.0,15.0,5.0,16.0,5.0,2.0,1.0,3.0,3.0,5.0,0.0,0.0,40743.0,4.0,3.0,4.0,1.0,5.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,4
2056,27.0,1.0,15.0,5.0,19.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,544.0,5.0,4.0,5.0,3.0,2.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,1.0,2.0,0
2057,48.0,1.0,15.0,5.0,20.0,6.0,1.0,2.0,3.0,6.0,5.0,0.0,1.0,73337.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,5
2058,54.0,0.0,15.0,5.0,16.0,6.0,0.0,2.0,3.0,5.0,4.0,1.0,0.0,152104.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,2.0,0.0,2.0,7
2059,64.0,0.0,15.0,5.0,17.0,2.0,1.0,2.0,3.0,6.0,6.0,0.0,2.0,130375.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,7
2060,23.0,0.0,4.0,5.0,15.0,3.0,2.0,1.0,3.0,1.0,4.0,0.0,0.0,544.0,1.0,3.0,0.0,3.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,0
2061,73.0,1.0,6.0,5.0,13.0,2.0,0.0,2.0,3.0,6.0,3.0,0.0,2.0,8149.0,0.0,0.0,0.0,6.0,0.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,0.0,1.0,0.0,2.0,0
2062,30.0,1.0,6.0,5.0,12.0,6.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,48891.0,1.0,4.0,0.0,3.0,4.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,3.0,5.0,3.0,0.0,2.0,0.0,3.0,4
2063,53.0,0.0,0.0,5.0,13.0,2.0,1.0,2.0,3.0,6.0,0.0,1.0,0.0,17655.0,1.0,4.0,0.0,4.0,0.0,3.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,4.0,1
2064,39.0,1.0,0.0,5.0,15.0,7.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,59755.0,2.0,4.0,4.0,20.0,4.0,2.0,4.0,3.0,3.0,0.0,4.0,3.0,4.0,5.0,0.0,0.0,1.0,0.0,2.0,5
2065,39.0,1.0,3.0,5.0,13.0,6.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,29878.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,0.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,3.0,2
2066,50.0,1.0,6.0,5.0,12.0,6.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0,59755.0,5.0,5.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,3.0,5
2067,65.0,1.0,15.0,5.0,20.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,206910.0,2.0,3.0,3.0,2.0,4.0,2.0,7.0,4.0,3.0,0.0,4.0,5.0,5.0,5.0,0.0,1.0,1.0,0.0,2.0,8
2068,51.0,0.0,15.0,5.0,12.0,6.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,108646.0,1.0,0.0,0.0,2.0,5.0,2.0,4.0,3.0,1.0,0.0,3.0,3.0,4.0,4.0,0.0,1.0,2.0,1.0,2.0,7
2069,29.0,1.0,6.0,5.0,12.0,5.0,2.0,1.0,3.0,4.0,3.0,1.0,0.0,35311.0,2.0,5.0,0.0,3.0,6.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,3
2070,20.0,0.0,0.0,5.0,12.0,6.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,20371.0,5.0,2.0,0.0,0.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,2.0,2
2071,50.0,1.0,15.0,5.0,12.0,7.0,0.0,2.0,3.0,5.0,3.0,1.0,0.0,73337.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,0.0,0.0,2.0,2.0,2.0,5
2072,72.0,0.0,15.0,5.0,12.0,7.0,1.0,3.0,3.0,5.0,3.0,0.0,0.0,206910.0,1.0,0.0,0.0,4.0,4.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,2.0,2.0,8
2073,68.0,1.0,3.0,5.0,13.0,2.0,1.0,1.0,3.0,6.0,3.0,1.0,1.0,89634.0,1.0,0.0,0.0,5.0,3.0,2.0,5.0,4.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,6
2074,41.0,1.0,15.0,5.0,14.0,5.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,89634.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,6
2075,63.0,1.0,15.0,5.0,20.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,89634.0,2.0,4.0,3.0,2.0,4.0,2.0,7.0,2.0,3.0,0.0,4.0,5.0,5.0,5.0,0.0,1.0,2.0,0.0,2.0,6
2076,62.0,1.0,15.0,5.0,16.0,6.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,206910.0,1.0,2.0,3.0,3.0,2.0,0.0,6.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,8
2077,52.0,0.0,15.0,5.0,15.0,2.0,2.0,1.0,3.0,4.0,6.0,0.0,2.0,14938.0,1.0,0.0,0.0,2.0,5.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1
2078,46.0,1.0,2.0,5.0,8.0,6.0,1.0,1.0,3.0,5.0,5.0,1.0,0.0,48891.0,1.0,4.0,5.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,2.0,4
2079,19.0,1.0,15.0,5.0,11.0,7.0,2.0,2.0,3.0,1.0,3.0,1.0,0.0,108646.0,1.0,2.0,0.0,1.0,6.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,7
2080,45.0,1.0,15.0,5.0,16.0,5.0,2.0,2.0,3.0,6.0,3.0,0.0,2.0,48891.0,5.0,1.0,5.0,0.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,0.0,3.0,4
2081,72.0,1.0,15.0,2.0,17.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,29878.0,1.0,2.0,0.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,2
2082,26.0,0.0,15.0,2.0,12.0,0.0,1.0,1.0,3.0,4.0,3.0,0.0,0.0,85503.0,1.0,4.0,0.0,2.0,6.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,6
2083,48.0,1.0,15.0,2.0,20.0,6.0,0.0,1.0,3.0,6.0,5.0,0.0,0.0,73337.0,1.0,2.0,1.0,5.0,5.0,3.0,2.0,3.0,3.0,0.0,3.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,4.0,5
2084,65.0,1.0,15.0,2.0,13.0,6.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,48891.0,6.0,2.0,0.0,2.0,2.0,3.0,7.0,0.0,1.0,0.0,4.0,3.0,5.0,5.0,0.0,1.0,2.0,0.0,2.0,4
2085,79.0,0.0,0.0,2.0,12.0,2.0,4.0,2.0,3.0,6.0,5.0,0.0,2.0,29878.0,0.0,0.0,3.0,9.0,6.0,1.0,5.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,2
2086,82.0,1.0,3.0,2.0,16.0,2.0,0.0,2.0,3.0,6.0,5.0,0.0,0.0,40743.0,1.0,2.0,0.0,3.0,5.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,4
2087,51.0,1.0,3.0,2.0,12.0,6.0,2.0,2.0,3.0,6.0,2.0,1.0,0.0,14251.0,1.0,0.0,0.0,4.0,5.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,4.0,1
2088,38.0,0.0,3.0,2.0,16.0,6.0,0.0,2.0,3.0,5.0,4.0,1.0,0.0,40743.0,2.0,5.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,3.0,4
2089,47.0,1.0,15.0,2.0,12.0,6.0,2.0,2.0,3.0,5.0,4.0,1.0,2.0,59755.0,6.0,5.0,0.0,5.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,2.0,2.0,4.0,5
2090,40.0,0.0,3.0,2.0,12.0,6.0,2.0,3.0,3.0,5.0,1.0,1.0,0.0,40743.0,1.0,2.0,0.0,2.0,5.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,4
2091,56.0,1.0,15.0,6.0,14.0,6.0,0.0,2.0,3.0,3.0,3.0,1.0,0.0,89634.0,1.0,1.0,0.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,0.0,1.0,1.0,0.0,2.0,6
2092,79.0,0.0,15.0,6.0,12.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,0.0,20371.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,2
2093,43.0,0.0,15.0,2.0,12.0,3.0,1.0,2.0,3.0,6.0,5.0,0.0,0.0,35311.0,1.0,2.0,0.0,4.0,5.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,3
2094,37.0,0.0,0.0,2.0,10.0,4.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,9778.0,3.0,4.0,1.0,2.0,2.0,3.0,7.0,2.0,0.0,2.0,3.0,3.0,1.0,5.0,0.0,0.0,2.0,0.0,4.0,0
2095,30.0,0.0,6.0,2.0,12.0,6.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,73337.0,1.0,4.0,0.0,2.0,4.0,2.0,7.0,0.0,2.0,2.0,4.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,5
2096,29.0,1.0,6.0,2.0,10.0,5.0,2.0,1.0,3.0,4.0,4.0,1.0,0.0,48891.0,1.0,3.0,2.0,5.0,6.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,4
2097,79.0,0.0,15.0,2.0,12.0,0.0,4.0,3.0,3.0,0.0,5.0,1.0,0.0,17655.0,0.0,0.0,0.0,6.0,3.0,1.0,7.0,3.0,2.0,1.0,5.0,5.0,5.0,5.0,1.0,0.0,2.0,0.0,2.0,1
2098,71.0,1.0,15.0,2.0,12.0,2.0,1.0,2.0,3.0,5.0,3.0,1.0,0.0,25803.0,1.0,0.0,0.0,3.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,2
2099,20.0,1.0,3.0,2.0,12.0,3.0,2.0,3.0,3.0,5.0,5.0,1.0,0.0,73337.0,1.0,4.0,0.0,0.0,5.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,3.0,5
2100,40.0,0.0,3.0,2.0,14.0,6.0,2.0,2.0,3.0,6.0,5.0,1.0,0.0,59755.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,5
2101,27.0,1.0,6.0,2.0,14.0,6.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,206910.0,5.0,3.0,5.0,2.0,5.0,1.0,7.0,4.0,0.0,1.0,3.0,3.0,3.0,5.0,1.0,0.0,1.0,1.0,2.0,8
2102,62.0,0.0,15.0,2.0,18.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,59755.0,0.0,0.0,0.0,1.0,5.0,2.0,7.0,3.0,0.0,2.0,5.0,5.0,5.0,5.0,0.0,1.0,2.0,2.0,2.0,5
2103,29.0,0.0,3.0,2.0,9.0,6.0,2.0,2.0,3.0,6.0,1.0,0.0,0.0,40743.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,4
2104,30.0,1.0,3.0,2.0,12.0,5.0,2.0,1.0,3.0,5.0,5.0,0.0,2.0,7063.0,6.0,5.0,4.0,2.0,3.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,0.0,2.0,0.0,1.0,0
2105,28.0,0.0,3.0,2.0,18.0,6.0,2.0,3.0,3.0,6.0,6.0,0.0,0.0,48891.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,4
2106,27.0,0.0,3.0,2.0,18.0,6.0,2.0,2.0,3.0,6.0,3.0,1.0,2.0,73337.0,3.0,2.0,4.0,3.0,6.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,5
2107,38.0,0.0,15.0,2.0,8.0,6.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,73337.0,1.0,3.0,2.0,2.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,5
2108,35.0,0.0,13.0,2.0,13.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,59755.0,1.0,4.0,0.0,1.0,5.0,3.0,7.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,2.0,2.0,2.0,5
2109,32.0,1.0,0.0,2.0,4.0,7.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,5976.0,4.0,5.0,4.0,23.0,4.0,1.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,5.0,0
2110,67.0,0.0,15.0,2.0,20.0,7.0,1.0,2.0,3.0,6.0,5.0,1.0,2.0,73337.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,5
2111,69.0,0.0,15.0,2.0,12.0,7.0,0.0,2.0,3.0,1.0,2.0,1.0,0.0,23088.0,0.0,0.0,0.0,2.0,5.0,2.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,2.0,2.0,2.0,2
2112,55.0,1.0,15.0,2.0,16.0,6.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,48891.0,2.0,2.0,0.0,1.0,3.0,1.0,7.0,3.0,3.0,0.0,4.0,4.0,5.0,5.0,0.0,0.0,2.0,2.0,3.0,4
2113,81.0,1.0,15.0,2.0,16.0,2.0,2.0,1.0,3.0,6.0,5.0,0.0,2.0,108646.0,1.0,0.0,0.0,1.0,2.0,1.0,6.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,2.0,7
2114,19.0,1.0,15.0,2.0,13.0,3.0,2.0,1.0,3.0,5.0,3.0,1.0,2.0,59755.0,5.0,1.0,0.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,5
2115,25.0,0.0,15.0,2.0,16.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,12223.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,1
2116,27.0,1.0,15.0,2.0,16.0,6.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,48891.0,6.0,2.0,4.0,0.0,1.0,2.0,5.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,0.0,1.0,2.0,1.0,2.0,4
