,age,sex,race,region,highest_grade,employment_status,marital_status,religious,spiritual,party,lib_cons,death_penalty,court_harsh,income,sex_partners,sex_freq,bar,tv,relatives,spanking,income_distribution,standard_living,birth_control,immigration,govt_help_poor,govt_help_sick,govt_more_less,govt_help_blacks,affirmative_action,gun,tax_approp,divorce_ease,numb_children,income_bucket
878,24.0,1.0,12.0,3.0,12.0,6.0,1.0,3.0,3.0,5.0,1.0,1.0,0.0,22024.0,1.0,0.0,0.0,3.0,6.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2
879,75.0,1.0,15.0,3.0,12.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,46638.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,4
880,40.0,1.0,15.0,3.0,20.0,6.0,1.0,3.0,3.0,4.0,2.0,1.0,0.0,46638.0,2.0,4.0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,3.0,4
881,30.0,1.0,0.0,3.0,11.0,6.0,2.0,1.0,3.0,3.0,4.0,0.0,1.0,22024.0,3.0,5.0,3.0,2.0,5.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,2
882,65.0,1.0,15.0,3.0,16.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,124368.0,1.0,3.0,0.0,1.0,5.0,1.0,7.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,0.0,1.0,2.0,2.0,6.0,7
883,56.0,0.0,15.0,3.0,18.0,7.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,241797.0,1.0,3.0,0.0,1.0,5.0,1.0,7.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,0.0,1.0,2.0,2.0,2.0,8
884,40.0,1.0,15.0,3.0,16.0,6.0,1.0,1.0,3.0,4.0,3.0,0.0,1.0,241797.0,7.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,8
885,64.0,1.0,15.0,3.0,16.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,33683.0,1.0,2.0,0.0,3.0,5.0,2.0,5.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,0.0,1.0,2.0,2.0,2.0,3
886,29.0,1.0,15.0,1.0,14.0,6.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,57002.0,1.0,2.0,2.0,3.0,4.0,3.0,7.0,2.0,0.0,1.0,3.0,3.0,3.0,5.0,0.0,1.0,2.0,2.0,1.0,5
887,49.0,0.0,15.0,1.0,12.0,6.0,0.0,2.0,3.0,5.0,3.0,1.0,0.0,46638.0,1.0,2.0,0.0,2.0,5.0,2.0,3.0,3.0,2.0,0.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,2.0,2.0,4
888,32.0,1.0,15.0,1.0,12.0,6.0,1.0,3.0,3.0,0.0,3.0,1.0,0.0,69957.0,1.0,1.0,0.0,2.0,5.0,3.0,7.0,3.0,1.0,0.0,3.0,3.0,5.0,5.0,3.0,1.0,2.0,2.0,3.0,5
889,55.0,0.0,15.0,1.0,13.0,6.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,85503.0,1.0,3.0,0.0,2.0,3.0,3.0,6.0,3.0,0.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,2.0,2.0,2.0,6
890,55.0,1.0,15.0,1.0,14.0,6.0,1.0,2.0,3.0,3.0,4.0,1.0,0.0,69957.0,1.0,2.0,2.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,5.0,4.0,0.0,0.0,2.0,2.0,2.0,5
891,83.0,1.0,15.0,1.0,12.0,2.0,1.0,2.0,3.0,5.0,4.0,1.0,0.0,33683.0,1.0,2.0,0.0,3.0,5.0,2.0,4.0,4.0,2.0,0.0,5.0,5.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,3
892,35.0,1.0,15.0,1.0,18.0,6.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,46638.0,0.0,0.0,0.0,1.0,4.0,2.0,7.0,3.0,0.0,2.0,4.0,3.0,3.0,4.0,1.0,0.0,1.0,1.0,2.0,4
893,42.0,1.0,15.0,1.0,11.0,6.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,19433.0,4.0,3.0,5.0,3.0,5.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,2.0,0.0,2.0,1
894,39.0,0.0,15.0,1.0,14.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,85503.0,1.0,3.0,0.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,2.0,2.0,2.0,6
895,23.0,0.0,15.0,1.0,15.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,28501.0,1.0,5.0,0.0,1.0,5.0,2.0,7.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,1.0,3.0,2
896,58.0,0.0,3.0,1.0,12.0,6.0,0.0,3.0,3.0,6.0,1.0,0.0,0.0,33683.0,0.0,0.0,0.0,3.0,5.0,3.0,4.0,4.0,0.0,2.0,1.0,3.0,4.0,3.0,0.0,0.0,2.0,2.0,2.0,3
897,50.0,0.0,15.0,1.0,12.0,6.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,85503.0,0.0,0.0,4.0,3.0,2.0,3.0,7.0,3.0,0.0,1.0,5.0,5.0,5.0,5.0,1.0,0.0,2.0,2.0,3.0,6
898,45.0,0.0,15.0,1.0,17.0,6.0,2.0,2.0,3.0,5.0,6.0,1.0,0.0,16842.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,1
899,77.0,0.0,15.0,1.0,9.0,2.0,4.0,3.0,3.0,6.0,3.0,1.0,0.0,14251.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,1
900,34.0,0.0,15.0,1.0,20.0,6.0,1.0,3.0,3.0,1.0,3.0,1.0,0.0,22024.0,5.0,4.0,2.0,2.0,5.0,2.0,7.0,3.0,2.0,1.0,5.0,5.0,5.0,5.0,0.0,1.0,2.0,1.0,2.0,2
901,32.0,0.0,15.0,1.0,14.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,85503.0,2.0,4.0,0.0,4.0,5.0,3.0,7.0,4.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,1.0,2.0,2.0,2.0,6
902,61.0,0.0,15.0,1.0,12.0,6.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,103640.0,1.0,2.0,0.0,2.0,4.0,2.0,5.0,4.0,2.0,0.0,3.0,3.0,2.0,4.0,0.0,1.0,1.0,2.0,2.0,7
903,69.0,0.0,15.0,1.0,18.0,2.0,1.0,2.0,3.0,5.0,5.0,0.0,1.0,145096.0,1.0,1.0,0.0,1.0,5.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,2.0,7
904,56.0,1.0,15.0,4.0,14.0,6.0,3.0,2.0,3.0,3.0,3.0,1.0,0.0,85503.0,1.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,2.0,0.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,6
905,43.0,1.0,15.0,4.0,12.0,6.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,57002.0,1.0,2.0,1.0,3.0,3.0,1.0,7.0,3.0,0.0,1.0,5.0,4.0,5.0,5.0,0.0,0.0,2.0,1.0,2.0,5
906,20.0,1.0,3.0,4.0,12.0,3.0,2.0,1.0,3.0,4.0,3.0,0.0,0.0,48891.0,0.0,0.0,0.0,5.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,4
907,30.0,1.0,6.0,4.0,8.0,7.0,2.0,2.0,3.0,4.0,2.0,0.0,2.0,12223.0,1.0,4.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,3.0,1
908,57.0,1.0,15.0,4.0,13.0,6.0,2.0,1.0,3.0,4.0,2.0,1.0,0.0,85503.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,0.0,2.0,5.0,3.0,5.0,5.0,0.0,0.0,2.0,1.0,4.0,6
909,24.0,1.0,7.0,4.0,16.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,0.0,544.0,1.0,4.0,0.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,0.0,1.0,2.0,2.0,2.0,0
910,57.0,0.0,6.0,4.0,16.0,6.0,0.0,2.0,3.0,5.0,3.0,1.0,0.0,46638.0,1.0,5.0,0.0,1.0,6.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,4
911,22.0,0.0,15.0,4.0,15.0,7.0,2.0,2.0,3.0,5.0,5.0,0.0,0.0,46638.0,1.0,4.0,1.0,2.0,5.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,4
912,23.0,1.0,15.0,4.0,13.0,7.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,11660.0,5.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,0.0,0.0,3.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,1
913,50.0,1.0,15.0,4.0,12.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,0.0,6737.0,0.0,0.0,0.0,9.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,5.0,0.0,0.0,2.0,2.0,2.0,0
914,71.0,0.0,15.0,4.0,12.0,7.0,4.0,3.0,3.0,4.0,3.0,0.0,0.0,14251.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,5.0,5.0,0.0,0.0,1.0,2.0,2.0,1
915,25.0,1.0,15.0,4.0,16.0,6.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,46638.0,1.0,2.0,0.0,1.0,5.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,4
916,43.0,0.0,15.0,4.0,13.0,6.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,103640.0,1.0,2.0,0.0,1.0,5.0,2.0,1.0,4.0,2.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,2.0,2.0,7
917,84.0,0.0,15.0,4.0,12.0,2.0,4.0,2.0,3.0,4.0,1.0,0.0,2.0,11660.0,0.0,0.0,0.0,7.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,1
918,29.0,1.0,15.0,4.0,16.0,6.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,46638.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,0.0,2.0,4
919,21.0,0.0,15.0,4.0,13.0,6.0,2.0,2.0,3.0,4.0,2.0,0.0,0.0,59755.0,5.0,4.0,0.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,0.0,2.0,0.0,2.0,5
920,34.0,0.0,15.0,4.0,18.0,6.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,85503.0,1.0,2.0,3.0,2.0,6.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,2.0,6
921,83.0,0.0,15.0,4.0,10.0,2.0,0.0,2.0,3.0,5.0,3.0,1.0,0.0,9328.0,0.0,0.0,0.0,6.0,5.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,4.0,0
922,77.0,0.0,15.0,4.0,7.0,2.0,4.0,2.0,3.0,5.0,2.0,1.0,1.0,14251.0,0.0,0.0,0.0,5.0,6.0,2.0,1.0,3.0,1.0,0.0,1.0,5.0,1.0,5.0,0.0,1.0,1.0,2.0,2.0,1
923,28.0,0.0,15.0,4.0,16.0,6.0,2.0,2.0,3.0,4.0,4.0,0.0,1.0,16842.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,1
924,78.0,0.0,15.0,4.0,13.0,0.0,4.0,1.0,3.0,6.0,3.0,1.0,0.0,16842.0,0.0,0.0,0.0,7.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,5.0,1.0,0.0,1.0,2.0,2.0,1
925,61.0,1.0,15.0,2.0,14.0,2.0,2.0,1.0,3.0,6.0,3.0,0.0,0.0,69957.0,4.0,2.0,6.0,4.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,5
926,62.0,1.0,15.0,2.0,17.0,6.0,3.0,1.0,3.0,4.0,5.0,0.0,1.0,124368.0,2.0,2.0,0.0,1.0,5.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,7
927,40.0,0.0,0.0,2.0,8.0,6.0,1.0,2.0,3.0,3.0,6.0,1.0,0.0,103640.0,1.0,2.0,0.0,2.0,5.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,7
928,27.0,1.0,15.0,2.0,12.0,6.0,1.0,2.0,3.0,6.0,5.0,1.0,2.0,69957.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,5
929,59.0,1.0,15.0,2.0,16.0,6.0,0.0,2.0,3.0,6.0,3.0,1.0,1.0,69957.0,1.0,2.0,6.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,0.0,1.0,0.0,2.0,5
930,22.0,1.0,15.0,2.0,16.0,6.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,6737.0,1.0,3.0,5.0,2.0,5.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,3.0,0
931,60.0,1.0,15.0,2.0,20.0,0.0,2.0,1.0,3.0,3.0,5.0,0.0,1.0,9328.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0
932,61.0,0.0,15.0,2.0,16.0,0.0,2.0,1.0,3.0,5.0,5.0,0.0,1.0,7773.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0
933,31.0,0.0,3.0,2.0,16.0,4.0,1.0,2.0,3.0,5.0,3.0,1.0,0.0,103640.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,3.0,7
934,38.0,0.0,15.0,2.0,18.0,6.0,0.0,1.0,3.0,3.0,6.0,0.0,1.0,103640.0,4.0,4.0,2.0,0.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,7
935,26.0,0.0,15.0,2.0,16.0,6.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,69957.0,1.0,3.0,1.0,0.0,3.0,2.0,5.0,2.0,0.0,2.0,4.0,2.0,3.0,5.0,0.0,0.0,2.0,2.0,3.0,5
936,78.0,0.0,15.0,2.0,11.0,0.0,0.0,2.0,3.0,1.0,4.0,0.0,0.0,9328.0,0.0,0.0,0.0,6.0,3.0,2.0,7.0,4.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0
937,39.0,0.0,15.0,2.0,20.0,6.0,1.0,3.0,3.0,3.0,2.0,0.0,1.0,124368.0,1.0,2.0,0.0,2.0,5.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,7
938,40.0,1.0,6.0,2.0,17.0,6.0,3.0,2.0,3.0,5.0,4.0,0.0,2.0,38865.0,6.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,3
939,52.0,1.0,15.0,2.0,13.0,6.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,103640.0,2.0,4.0,4.0,1.0,4.0,3.0,7.0,4.0,0.0,1.0,5.0,5.0,5.0,5.0,0.0,1.0,2.0,2.0,2.0,7
940,70.0,1.0,15.0,2.0,20.0,2.0,2.0,1.0,3.0,5.0,5.0,0.0,1.0,57002.0,0.0,0.0,0.0,3.0,5.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,5
941,41.0,0.0,15.0,2.0,16.0,6.0,1.0,1.0,3.0,6.0,5.0,0.0,1.0,206910.0,1.0,2.0,2.0,2.0,4.0,1.0,5.0,4.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,0.0,1.0,1.0,2.0,8
942,58.0,1.0,15.0,2.0,16.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,57002.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,5
943,29.0,1.0,15.0,2.0,9.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,57002.0,1.0,2.0,0.0,4.0,4.0,1.0,1.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,4.0,5
944,34.0,1.0,15.0,2.0,15.0,3.0,3.0,2.0,3.0,4.0,3.0,0.0,0.0,33683.0,3.0,5.0,3.0,3.0,5.0,1.0,7.0,0.0,2.0,3.0,5.0,4.0,5.0,5.0,0.0,0.0,2.0,0.0,2.0,3
945,84.0,1.0,15.0,2.0,10.0,2.0,1.0,1.0,3.0,0.0,5.0,1.0,0.0,17655.0,1.0,0.0,0.0,3.0,3.0,2.0,6.0,4.0,1.0,0.0,5.0,5.0,5.0,3.0,0.0,0.0,2.0,2.0,2.0,1
946,54.0,0.0,15.0,2.0,10.0,4.0,2.0,2.0,3.0,3.0,5.0,1.0,0.0,28501.0,1.0,2.0,0.0,8.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,2.0,2.0,2
947,33.0,1.0,0.0,2.0,14.0,7.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,3627.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0
948,26.0,0.0,6.0,2.0,14.0,6.0,1.0,2.0,3.0,5.0,3.0,1.0,0.0,46638.0,1.0,4.0,0.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,0.0,0.0,2.0,2.0,3.0,4
949,59.0,0.0,3.0,2.0,13.0,0.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,3627.0,1.0,3.0,0.0,12.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,3.0,0
950,46.0,1.0,15.0,2.0,12.0,6.0,1.0,1.0,3.0,1.0,4.0,1.0,0.0,85503.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,6
951,88.0,1.0,15.0,2.0,8.0,2.0,4.0,3.0,3.0,5.0,3.0,1.0,0.0,14251.0,0.0,0.0,6.0,5.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0,5.0,3.0,4.0,0.0,0.0,2.0,2.0,2.0,1
952,46.0,0.0,15.0,2.0,10.0,0.0,4.0,2.0,3.0,5.0,3.0,1.0,0.0,9328.0,2.0,1.0,2.0,2.0,6.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0
953,23.0,1.0,15.0,2.0,15.0,3.0,2.0,2.0,3.0,5.0,5.0,0.0,1.0,69957.0,1.0,2.0,4.0,2.0,6.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,2.0,5
954,24.0,1.0,15.0,2.0,16.0,7.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,85503.0,1.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,0.0,0.0,2.0,1.0,3.0,6
955,63.0,0.0,15.0,2.0,12.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,22024.0,0.0,0.0,0.0,3.0,5.0,2.0,7.0,2.0,1.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,2.0,2.0,2.0,2
956,67.0,0.0,15.0,2.0,17.0,6.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,46638.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,4.0,2.0,0.0,5.0,5.0,5.0,5.0,0.0,1.0,2.0,2.0,2.0,4
957,28.0,0.0,15.0,2.0,19.0,6.0,1.0,3.0,3.0,5.0,2.0,1.0,0.0,57002.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,0.0,1.0,2.0,2.0,2.0,5
958,30.0,0.0,15.0,2.0,16.0,7.0,1.0,2.0,3.0,3.0,5.0,1.0,0.0,33683.0,1.0,3.0,0.0,3.0,6.0,0.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,3
959,19.0,1.0,15.0,2.0,11.0,7.0,2.0,2.0,3.0,3.0,4.0,0.0,2.0,145096.0,5.0,2.0,0.0,2.0,6.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,0.0,2.0,0.0,1.0,7
960,42.0,0.0,15.0,2.0,12.0,6.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,28501.0,0.0,0.0,4.0,0.0,4.0,1.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,0.0,1.0,1.0,1.0,2.0,2
961,57.0,1.0,15.0,2.0,14.0,6.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,241797.0,1.0,2.0,0.0,1.0,6.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,8
962,64.0,1.0,15.0,2.0,18.0,2.0,2.0,1.0,3.0,4.0,5.0,0.0,1.0,57002.0,1.0,2.0,2.0,4.0,5.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,5
963,63.0,1.0,15.0,2.0,14.0,7.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,103640.0,1.0,0.0,0.0,2.0,5.0,2.0,5.0,4.0,0.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,7
964,22.0,0.0,15.0,2.0,14.0,7.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,46638.0,5.0,1.0,2.0,1.0,6.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,4.0,4
965,28.0,1.0,15.0,2.0,12.0,6.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,85503.0,3.0,5.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,6
966,28.0,1.0,6.0,2.0,8.0,6.0,1.0,2.0,3.0,4.0,2.0,0.0,0.0,85503.0,1.0,4.0,0.0,1.0,0.0,2.0,7.0,4.0,2.0,2.0,5.0,1.0,1.0,5.0,1.0,0.0,2.0,1.0,4.0,6
967,51.0,1.0,3.0,2.0,13.0,5.0,0.0,3.0,3.0,6.0,1.0,0.0,0.0,28501.0,1.0,1.0,0.0,2.0,5.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,2.0,2
968,37.0,0.0,0.0,2.0,16.0,6.0,2.0,3.0,3.0,6.0,5.0,1.0,2.0,46638.0,1.0,0.0,3.0,1.0,6.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,2.0,4
969,37.0,0.0,6.0,2.0,14.0,6.0,2.0,1.0,3.0,6.0,3.0,1.0,0.0,46638.0,2.0,4.0,1.0,5.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,4
970,28.0,0.0,3.0,2.0,11.0,4.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,24615.0,4.0,5.0,3.0,3.0,5.0,3.0,1.0,3.0,2.0,0.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,1.0,3.0,2
971,60.0,0.0,15.0,2.0,12.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,11660.0,1.0,2.0,0.0,3.0,5.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1
972,31.0,1.0,15.0,2.0,12.0,5.0,2.0,2.0,3.0,4.0,3.0,0.0,0.0,2073.0,5.0,5.0,0.0,0.0,6.0,2.0,5.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,0
973,57.0,0.0,3.0,2.0,12.0,2.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0,16842.0,0.0,0.0,0.0,4.0,5.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,2.0,0.0,2.0,1
974,30.0,1.0,15.0,2.0,20.0,6.0,2.0,2.0,3.0,6.0,5.0,0.0,1.0,46638.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,4
975,51.0,0.0,15.0,2.0,16.0,6.0,1.0,3.0,3.0,1.0,3.0,1.0,0.0,206910.0,1.0,4.0,2.0,2.0,4.0,1.0,6.0,4.0,1.0,0.0,3.0,3.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,8
976,31.0,0.0,15.0,2.0,18.0,6.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,85503.0,1.0,3.0,0.0,1.0,4.0,2.0,6.0,3.0,2.0,2.0,4.0,2.0,4.0,5.0,0.0,0.0,2.0,2.0,2.0,6
977,49.0,1.0,15.0,2.0,14.0,6.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,69957.0,1.0,5.0,0.0,3.0,5.0,2.0,1.0,3.0,1.0,0.0,5.0,4.0,5.0,5.0,0.0,1.0,2.0,2.0,2.0,5
