,age,highest_grade,religious,spiritual,party,death_penalty,court_harsh,bar,relatives,income_distribution,tv,spanking,standard_of_living,immigration,gun,tax_approp,affirmative_action,divorce_ease,numb_children,birth_control
1192,76.0,18.0,2.0,2.0,5.0,0.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,2.0,,,2.0,1.0,3.0,1.0
1193,52.0,16.0,2.0,3.0,6.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,4.0,,,2.0,0.0,2.0,2.0
1194,68.0,16.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,,,1.0,1.0,2.0,3.0
1195,53.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,,2.0,3.0,,1.0,1.0,1.0,3.0,2.0,5.0,1.0
1196,60.0,5.0,1.0,,3.0,,1.0,0.0,6.0,,3.0,2.0,3.0,0.0,,,0.0,1.0,2.0,1.0
1197,30.0,12.0,1.0,1.0,4.0,0.0,,3.0,5.0,,0.0,3.0,,1.0,1.0,1.0,2.0,0.0,3.0,2.0
1198,82.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,1.0,4.0,4.0,,,0.0,2.0,2.0,0.0
1199,34.0,12.0,,3.0,2.0,0.0,0.0,0.0,6.0,,2.0,2.0,,,0.0,1.0,0.0,2.0,3.0,
1200,65.0,12.0,3.0,3.0,6.0,1.0,0.0,,,5.0,,,2.0,,1.0,2.0,,,,
1201,57.0,14.0,2.0,2.0,1.0,1.0,0.0,2.0,5.0,7.0,1.0,3.0,4.0,0.0,,,0.0,1.0,2.0,2.0
1202,73.0,12.0,2.0,2.0,5.0,,,0.0,3.0,4.0,7.0,2.0,2.0,1.0,,,,,,0.0
1203,41.0,16.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,,3.0,3.0,,0.0,0.0,2.0,,2.0,3.0,3.0
1204,44.0,16.0,2.0,2.0,1.0,1.0,0.0,,,7.0,,,3.0,,1.0,1.0,,,,
1205,74.0,20.0,0.0,0.0,4.0,1.0,,6.0,0.0,1.0,0.0,1.0,4.0,1.0,,,0.0,0.0,,1.0
1206,19.0,12.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,,3.0,3.0,,2.0,1.0,1.0,0.0,1.0,4.0,1.0
1207,69.0,15.0,2.0,2.0,2.0,1.0,1.0,,,6.0,,,1.0,,1.0,0.0,,,,
1208,62.0,14.0,1.0,2.0,1.0,1.0,0.0,1.0,5.0,,1.0,2.0,,3.0,1.0,1.0,0.0,0.0,2.0,2.0
1209,28.0,15.0,2.0,3.0,4.0,1.0,2.0,0.0,6.0,1.0,6.0,2.0,0.0,2.0,,,0.0,1.0,2.0,3.0
1210,44.0,18.0,3.0,3.0,2.0,1.0,0.0,,,7.0,,,4.0,,1.0,2.0,,,,
1211,66.0,16.0,3.0,3.0,6.0,1.0,0.0,0.0,0.0,,3.0,0.0,,4.0,0.0,1.0,3.0,2.0,4.0,1.0
1212,84.0,8.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,7.0,4.0,2.0,1.0,0.0,,,0.0,0.0,3.0,1.0
1213,29.0,14.0,1.0,1.0,,0.0,2.0,,,7.0,,,2.0,,0.0,1.0,,,,
1214,87.0,12.0,2.0,2.0,5.0,0.0,1.0,0.0,1.0,,3.0,2.0,,1.0,1.0,1.0,1.0,2.0,4.0,1.0
1215,75.0,9.0,3.0,2.0,1.0,1.0,0.0,,,6.0,,,3.0,,,1.0,,,,
1216,47.0,14.0,2.0,2.0,0.0,0.0,2.0,0.0,5.0,,4.0,2.0,,2.0,1.0,1.0,0.0,0.0,2.0,2.0
1217,86.0,12.0,2.0,2.0,1.0,0.0,,,,7.0,,,2.0,,0.0,1.0,,,,
1218,55.0,12.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,,2.0,2.0,,0.0,1.0,2.0,0.0,0.0,2.0,2.0
1219,76.0,13.0,3.0,3.0,0.0,1.0,0.0,0.0,3.0,7.0,3.0,3.0,3.0,2.0,,,0.0,2.0,,1.0
1220,84.0,16.0,1.0,2.0,1.0,0.0,1.0,,,7.0,,,2.0,,1.0,1.0,,,,
1221,80.0,14.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,,2.0,1.0,,0.0,0.0,2.0,0.0,2.0,4.0,2.0
1222,63.0,13.0,3.0,,,1.0,,,,7.0,,,1.0,,1.0,2.0,,,,
1223,42.0,18.0,3.0,3.0,1.0,1.0,,0.0,1.0,3.0,0.0,2.0,2.0,0.0,,,1.0,,,1.0
1224,59.0,19.0,2.0,2.0,5.0,0.0,0.0,,,3.0,,,3.0,,1.0,2.0,,,,
1225,55.0,16.0,,,1.0,1.0,0.0,0.0,5.0,6.0,10.0,2.0,4.0,2.0,,,1.0,2.0,,0.0
1226,44.0,20.0,2.0,2.0,5.0,0.0,1.0,1.0,2.0,,1.0,2.0,,3.0,1.0,1.0,2.0,1.0,3.0,3.0
1227,50.0,16.0,2.0,2.0,2.0,0.0,1.0,,,5.0,,,4.0,,0.0,1.0,,,,
1228,47.0,20.0,2.0,2.0,0.0,1.0,0.0,1.0,5.0,,1.0,2.0,,1.0,0.0,2.0,0.0,1.0,2.0,0.0
1229,51.0,17.0,3.0,3.0,6.0,0.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,2.0,,,0.0,2.0,3.0,1.0
1230,50.0,9.0,2.0,2.0,5.0,1.0,0.0,5.0,5.0,1.0,1.0,2.0,3.0,0.0,,,0.0,2.0,3.0,3.0
1231,70.0,15.0,3.0,1.0,6.0,0.0,1.0,0.0,2.0,,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0
1232,30.0,17.0,3.0,2.0,6.0,1.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,,,1.0,2.0,2.0,0.0
1233,25.0,14.0,2.0,3.0,3.0,1.0,2.0,,,3.0,,,2.0,,0.0,1.0,,,,
1234,25.0,16.0,2.0,2.0,5.0,0.0,0.0,4.0,4.0,2.0,1.0,3.0,2.0,1.0,,,0.0,0.0,0.0,1.0
